,artist,song,spotify_ID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cp_length,genres
3695,taylor swift,we are never ever getting back together,0VwNdo84DaVYLIkbVO86ND,0.628,0.6759999999999999,7.0,-5.9110000000000005,1.0,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,193147.0,4.0,5,"['dance pop', 'pop', 'post-teen pop']"
3696,taylor swift,wildest dreams,59HjlYCeBsxdI0fcm3zglw,0.5529999999999999,0.664,8.0,-7.4170000000000025,1.0,0.0741,0.0709,0.0056,0.106,0.467,140.06,220440.0,4.0,5,"['dance pop', 'pop', 'post-teen pop']"
3697,taylor swift,you belong with me,1GEBsLDvJGw7kviySRI6GX,0.687,0.745,6.0,-4.4319999999999995,1.0,0.0379,0.17800000000000002,1.59e-05,0.111,0.435,129.966,232120.0,4.0,3,"['dance pop', 'pop', 'post-teen pop']"
3698,taylor swift,you belong with me,1GEBsLDvJGw7kviySRI6GX,0.687,0.745,6.0,-4.4319999999999995,1.0,0.0379,0.17800000000000002,1.59e-05,0.111,0.435,129.966,232120.0,4.0,4,"['dance pop', 'pop', 'post-teen pop']"
3699,teddybears,hey boy,191WWeKEl9FKuTaSdJOqco,0.614,0.8690000000000001,5.0,-4.46,1.0,0.4370000000000001,0.049,0.000609,0.546,0.53,199.926,221333.0,4.0,5,"['electronic rock', 'swedish alternative rock', 'swedish electropop']"
3700,teenage mutant ninja turtles,pizza power,2N3ryrM4O7MTAlFmjCTsDH,0.603,0.847,7.0,-7.787000000000001,1.0,0.0287,0.0165,0.0,0.28800000000000003,0.747,111.01899999999999,180560.0,4.0,5,['cartoon']
3701,tegan and sara,everything is awesome,58vnVBWfKWIjSVvKTZJly2,0.698,0.96,8.0,-3.595,1.0,0.142,0.011000000000000001,1.41e-06,0.435,0.738,147.999,163423.0,4.0,4,"['canadian indie', 'dance pop', 'indie pop', 'indie poptimism', 'indietronica', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']"
3702,tegan and sara,everything is awesome,58vnVBWfKWIjSVvKTZJly2,0.698,0.96,8.0,-3.595,1.0,0.142,0.011000000000000001,1.41e-06,0.435,0.738,147.999,163423.0,4.0,5,"['canadian indie', 'dance pop', 'indie pop', 'indie poptimism', 'indietronica', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']"
3703,tegan and sara,i was a fool,5TCSMWZow9lzc7jr8WscVD,0.47200000000000003,0.67,1.0,-7.26,1.0,0.0266,0.10400000000000001,1.77e-05,0.0843,0.606,176.045,204213.0,4.0,5,"['canadian indie', 'dance pop', 'indie pop', 'indie poptimism', 'indietronica', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']"
3704,teitur,sleeping with the lights on,5X9440EXOfhghaA54iXrA5,0.5660000000000001,0.5539999999999999,4.0,-8.561,1.0,0.0383,0.6990000000000001,7.240000000000001e-05,0.168,0.616,90.001,220573.0,3.0,3,"['danish pop', 'faroese pop']"
3705,teitur,sleeping with the lights on,5X9440EXOfhghaA54iXrA5,0.5660000000000001,0.5539999999999999,4.0,-8.561,1.0,0.0383,0.6990000000000001,7.240000000000001e-05,0.168,0.616,90.001,220573.0,3.0,4,"['danish pop', 'faroese pop']"
3706,tenacious d,beelzeboss,0ffz9KBdCb7oJkSK0W7bbf,0.47,0.877,2.0,-3.74,1.0,0.20800000000000002,0.0149,1.35e-06,0.171,0.433,130.709,335800.0,4.0,3,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'post-grunge', 'rock']"
3707,tenacious d,beelzeboss,0ffz9KBdCb7oJkSK0W7bbf,0.47,0.877,2.0,-3.74,1.0,0.20800000000000002,0.0149,1.35e-06,0.171,0.433,130.709,335800.0,4.0,5,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'post-grunge', 'rock']"
3708,tenacious d,classico,1KRdD8IpxMXGB2883OVP2Q,0.738,0.531,6.0,-7.35,1.0,0.14,0.907,1.07e-05,0.311,0.919,170.007,58507.0,4.0,3,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'post-grunge', 'rock']"
3709,tenacious d,classico,1KRdD8IpxMXGB2883OVP2Q,0.738,0.531,6.0,-7.35,1.0,0.14,0.907,1.07e-05,0.311,0.919,170.007,58507.0,4.0,4,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'post-grunge', 'rock']"
3710,tenacious d,classico,1KRdD8IpxMXGB2883OVP2Q,0.738,0.531,6.0,-7.35,1.0,0.14,0.907,1.07e-05,0.311,0.919,170.007,58507.0,4.0,5,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'post-grunge', 'rock']"
3711,tenacious d,karate,4X5IZuSv0RpbXdJsbYSmh1,0.62,0.426,0.0,-8.451,1.0,0.203,0.284,0.0,0.344,0.39799999999999996,95.266,65413.0,4.0,3,"['alternative metal', 'comedy rock', 'comic', 'comic metal', 'parody', 'post-grunge', 'rock']"
3712,tep no,it's alright,6y3IyUWmMpCZc2cTIMSHQ7,0.51,0.8809999999999999,11.0,-5.3420000000000005,0.0,0.0374,0.00717,0.00266,0.115,0.253,150.118,220800.0,4.0,4,"['deep house', 'deep tropical house', 'indie poptimism', 'indietronica', 'new french touch', 'tropical house', 'vapor soul']"
3713,tep no,it's alright,6y3IyUWmMpCZc2cTIMSHQ7,0.51,0.8809999999999999,11.0,-5.3420000000000005,0.0,0.0374,0.00717,0.00266,0.115,0.253,150.118,220800.0,4.0,5,"['deep house', 'deep tropical house', 'indie poptimism', 'indietronica', 'new french touch', 'tropical house', 'vapor soul']"
3714,terry jacks,seasons in the sun,0X3d9gx7UDYgcwwkgTeNLR,0.6779999999999999,0.611,6.0,-8.306000000000001,1.0,0.0506,0.777,0.0,0.175,0.821,98.949,209347.0,4.0,4,['classic uk pop']
3715,texas tornados,wasted days and wasted nights,0uvoCOIUtJhtwflGW8rsnY,0.677,0.4920000000000001,4.0,-9.63,1.0,0.0396,0.0597,1.78e-06,0.151,0.746,118.434,208867.0,3.0,4,['texas country']
3716,the 1975,somebody else,5hc71nKsUgtwQ3z52KEKQk,0.61,0.7879999999999999,0.0,-5.724,1.0,0.0585,0.195,0.0142,0.153,0.47200000000000003,101.045,347520.0,4.0,5,"['indie pop', 'modern alternative rock', 'modern rock', 'nu gaze', 'pop', 'rock']"
3717,the all-american rejects,dirty little secret,5lDriBxJd22IhOH9zTcFrV,0.465,0.9540000000000001,10.0,-4.251,1.0,0.044000000000000004,0.000346,5.38e-06,0.573,0.45799999999999996,143.85,193653.0,4.0,3,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']"
3718,the all-american rejects,dirty little secret,5lDriBxJd22IhOH9zTcFrV,0.465,0.9540000000000001,10.0,-4.251,1.0,0.044000000000000004,0.000346,5.38e-06,0.573,0.45799999999999996,143.85,193653.0,4.0,5,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']"
3719,the all-american rejects,night drive,5nB0zhMAdBf6vY9RxibRjI,0.595,0.951,2.0,-3.93,1.0,0.0571,0.00386,1.65e-06,0.04,0.787,147.843,203880.0,4.0,3,"['modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-grunge']"
3720,the antlers,bear,436553ROl3wNN13rZobMiL,0.253,0.524,4.0,-9.296,0.0,0.0706,0.418,1.7e-06,0.5670000000000001,0.35100000000000003,80.76899999999998,233933.0,4.0,5,"['art pop', 'brooklyn indie', 'chamber pop', 'experimental pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'noise pop', 'stomp and holler']"
3721,the antlers,sylvia,62DvXEwnUpB6zx854BT0UA,0.353,0.754,4.0,-8.062999999999999,1.0,0.0505,0.622,0.799,0.297,0.23199999999999998,109.949,327107.0,4.0,5,"['art pop', 'brooklyn indie', 'chamber pop', 'experimental pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'noise pop', 'stomp and holler']"
3722,the archies,sugar sugar,3iSws76HjaU7k49EqJVTfF,0.736,0.871,2.0,-2.786,1.0,0.0278,0.466,0.0,0.10800000000000001,0.9670000000000001,122.395,167187.0,4.0,5,"['brill building pop', 'bubblegum pop', 'classic canadian rock', 'folk rock']"
3723,the asteroids galaxy tour,heart attack,4eXJVQuitlB2M6d0LT5Flt,0.63,0.993,9.0,-2.9130000000000003,1.0,0.0475,0.0857,0.465,0.0815,0.909,127.014,231160.0,4.0,3,[]
3724,the avett brothers,kick drum heart,0KKist1jJYO17nOqtO1sb2,0.703,0.922,0.0,-4.513999999999999,1.0,0.0479,0.161,0.0,0.11599999999999999,0.7809999999999999,141.961,174107.0,4.0,5,"['indie folk', 'neo mellow', 'new americana', 'north carolina indie', 'progressive bluegrass', 'stomp and holler']"
3725,the avett brothers,life,7yqO8vYeyf8ahnLj9vOZ4G,0.435,0.235,11.0,-12.235,1.0,0.0297,0.457,0.000155,0.11199999999999999,0.188,134.588,224133.0,4.0,5,"['indie folk', 'neo mellow', 'new americana', 'north carolina indie', 'progressive bluegrass', 'stomp and holler']"
3726,the babys,every time i think of you,76fFzThA0KjAea2BdVlHnD,0.395,0.6409999999999999,7.0,-5.96,1.0,0.0353,0.188,7.099999999999999e-05,0.145,0.42100000000000004,121.45100000000001,239160.0,4.0,4,"['album rock', 'classic rock', 'hard rock', 'mellow gold', 'soft rock']"
3727,the band,the weight,0P7DoyGrr4Wp9w5TotEtUC,0.63,0.551,9.0,-9.28,1.0,0.0549,0.373,5.7499999999999995e-05,0.10300000000000001,0.518,143.868,274493.0,4.0,3,"['album rock', 'blues rock', 'classic canadian rock', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'heartland rock', 'jam band', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']"
3728,the band perry,if i die young,4u26EevCNXMhlvE1xFBJwX,0.606,0.4970000000000001,4.0,-6.6110000000000015,1.0,0.0277,0.348,0.0,0.275,0.36200000000000004,130.739,222773.0,4.0,5,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
3729,the bangles,eternal flame,5MoDQWMDMaAGDEiWsJfeCi,0.526,0.358,4.0,-7.239,0.0,0.0243,0.525,0.0,0.0942,0.4,78.988,238027.0,3.0,5,"['album rock', 'dance rock', 'europop', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock']"
3730,the beach boys,barbara ann,2KOt2JrCB720UxIbyzweQo,0.581,0.669,6.0,-3.659,1.0,0.0385,0.19,0.0,0.243,0.9259999999999999,78.07300000000002,133893.0,4.0,5,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
3731,the beach boys,good vibrations,5t9KYe0Fhd5cW6UYT4qP8f,0.396,0.473,10.0,-7.67,0.0,0.0345,0.326,0.000124,0.109,0.385,133.44899999999998,219027.0,4.0,3,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
3732,the beach boys,kokomo,2STQAr3BRiAeeveJ07gZh7,0.6829999999999999,0.637,0.0,-10.255999999999998,1.0,0.032,0.0103,0.0,0.245,0.9309999999999999,115.57700000000001,217093.0,4.0,4,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
3733,the beach boys,surfer girl,1AJ5F0FMTC3yFU3ocjy1gE,0.522,0.37,2.0,-8.363999999999999,1.0,0.0253,0.6509999999999999,0.0,0.142,0.653,105.82600000000001,148533.0,3.0,5,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
3734,the beach boys,wouldn't it be nice,4gySZmwNJcFvVUR0SaELUK,0.35200000000000004,0.597,9.0,-6.603,0.0,0.0361,0.522,4.66e-06,0.142,0.316,125.014,193400.0,4.0,5,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']"
3735,the beatles,a day in the life,0hKRSZhUGEhKU6aNSPBACZ,0.364,0.457,4.0,-14.162,0.0,0.0675,0.29,0.000106,0.922,0.175,163.219,337413.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3736,the beatles,a day in the life,0hKRSZhUGEhKU6aNSPBACZ,0.364,0.457,4.0,-14.162,0.0,0.0675,0.29,0.000106,0.922,0.175,163.219,337413.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3737,the beatles,a hard day's night,5J2CHimS7dWYMImCHkEFaJ,0.59,0.805,0.0,-6.481,1.0,0.0371,0.13699999999999998,0.0,0.0996,0.797,138.514,154200.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3738,the beatles,all i've got to do,5tztLBvTlNC15Np2tnQ5Ll,0.49,0.579,1.0,-10.300999999999998,0.0,0.0344,0.217,0.0,0.0644,0.879,119.40299999999999,122573.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3739,the beatles,all my loving,4joiWvli4qJVEW6qZV2i2J,0.41600000000000004,0.563,1.0,-8.724,0.0,0.0298,0.207,0.0,0.34299999999999997,0.9,77.56,127853.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3740,the beatles,all my loving,4joiWvli4qJVEW6qZV2i2J,0.41600000000000004,0.563,1.0,-8.724,0.0,0.0298,0.207,0.0,0.34299999999999997,0.9,77.56,127853.0,4.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3741,the beatles,all my loving,4joiWvli4qJVEW6qZV2i2J,0.41600000000000004,0.563,1.0,-8.724,0.0,0.0298,0.207,0.0,0.34299999999999997,0.9,77.56,127853.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3742,the beatles,all together now,2ck8lFrYAch2GPtdhpTHe3,0.5870000000000001,0.431,2.0,-9.495,1.0,0.0686,0.0722,0.0,0.561,0.778,95.93700000000001,130893.0,4.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3743,the beatles,and i love her,65vdMBskhx3akkG9vQlSH1,0.767,0.331,1.0,-10.777000000000001,0.0,0.0337,0.64,0.0,0.0681,0.636,113.31200000000001,149693.0,4.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3744,the beatles,and i love her,65vdMBskhx3akkG9vQlSH1,0.767,0.331,1.0,-10.777000000000001,0.0,0.0337,0.64,0.0,0.0681,0.636,113.31200000000001,149693.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3745,the beatles,back in the ussr,0j3p1p06deJ7f9xmJ9yG22,0.48,0.9690000000000001,9.0,-7.463999999999999,1.0,0.0854,0.069,0.00022,0.0608,0.494,142.489,163453.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3746,the beatles,back in the ussr,0j3p1p06deJ7f9xmJ9yG22,0.48,0.9690000000000001,9.0,-7.463999999999999,1.0,0.0854,0.069,0.00022,0.0608,0.494,142.489,163453.0,4.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3747,the beatles,come together,2EqlS6tkEnglzr7tkKAAYD,0.5329999999999999,0.376,9.0,-11.913,0.0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3748,the beatles,come together,2EqlS6tkEnglzr7tkKAAYD,0.5329999999999999,0.376,9.0,-11.913,0.0,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947.0,4.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3749,the beatles,day tripper,29b2b96jozyD9GPCkOrVLs,0.665,0.782,6.0,-8.437999999999999,0.0,0.0307,0.12,4.19e-06,0.125,0.731,137.453,169000.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3750,the beatles,eight days a week,1Dg4dFJr3HW7sbA7vPejre,0.652,0.583,9.0,-7.811,1.0,0.038,0.41200000000000003,0.0,0.11900000000000001,0.7440000000000001,138.134,163600.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3751,the beatles,everybody's got something to hide,64P3zpRsDHIk7YTpRtaKYL,0.523,0.731,2.0,-8.613,1.0,0.0559,0.0207,0.00046399999999999995,0.081,0.81,117.089,144773.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3752,the beatles,for you blue,5dpRJkvY8oWMQmQbEQTXhO,0.88,0.556,2.0,-10.773,1.0,0.0855,0.24,0.0483,0.24,0.955,128.542,152213.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3753,the beatles,from me to you,1euKWJfJSfPhgSendPrcXb,0.581,0.821,0.0,-4.387,1.0,0.0318,0.507,0.0,0.10800000000000001,0.968,136.145,116160.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3754,the beatles,from me to you,1euKWJfJSfPhgSendPrcXb,0.581,0.821,0.0,-4.387,1.0,0.0318,0.507,0.0,0.10800000000000001,0.968,136.145,116160.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3755,the beatles,get back,4MLBqAEzNN89o2M9h92Z26,0.7609999999999999,0.5920000000000001,2.0,-9.836,1.0,0.0586,0.4920000000000001,0.00626,0.61,0.332,123.095,189387.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3756,the beatles,girl,6tQvjqDIK9GXWIC6mejms8,0.6990000000000001,0.294,5.0,-13.205,0.0,0.0294,0.5870000000000001,0.0,0.11699999999999999,0.893,96.615,151720.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3757,the beatles,happiness is a warm gun,71LsKf3xISiOlY1mj7FFPP,0.431,0.54,9.0,-9.6,0.0,0.0589,0.523,1.34e-06,0.16899999999999998,0.44,139.28799999999998,164547.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3758,the beatles,here comes the sun,6dGnYIeXmHdcikdzNNDMm2,0.557,0.54,9.0,-10.484000000000002,1.0,0.0347,0.0339,0.00248,0.179,0.39399999999999996,129.171,185733.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3759,the beatles,here there and everywhere,2B4Y9u4ERAFiMo13XPJyGP,0.29,0.247,7.0,-12.125,1.0,0.0383,0.9209999999999999,0.00565,0.0917,0.36,165.361,144880.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3760,the beatles,hey jude,0aym2LBJBk9DAYuHHutrIl,0.386,0.607,10.0,-7.7,1.0,0.0261,0.0112,1.3800000000000007e-05,0.08800000000000001,0.532,147.207,425653.0,4.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3761,the beatles,hey jude,0aym2LBJBk9DAYuHHutrIl,0.386,0.607,10.0,-7.7,1.0,0.0261,0.0112,1.3800000000000007e-05,0.08800000000000001,0.532,147.207,425653.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3762,the beatles,i am the walrus,6Pq9MmkDQYZiiCDpxnvrf6,0.401,0.556,2.0,-10.532,1.0,0.0513,0.0828,0.000359,0.589,0.654,85.206,275867.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3763,the beatles,i should have known better,3pU1CUgPiFfxPCpscwIwQR,0.682,0.444,7.0,-7.689,1.0,0.0289,0.257,0.0,0.115,0.91,130.704,163080.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3764,the beatles,i should have known better,3pU1CUgPiFfxPCpscwIwQR,0.682,0.444,7.0,-7.689,1.0,0.0289,0.257,0.0,0.115,0.91,130.704,163080.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3765,the beatles,i want to hold your hand,4pbG9SUmWIvsROVLF0zF9s,0.49,0.715,7.0,-5.5489999999999995,1.0,0.0476,0.386,0.0,0.311,0.866,130.726,145747.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3766,the beatles,i want to hold your hand,4pbG9SUmWIvsROVLF0zF9s,0.49,0.715,7.0,-5.5489999999999995,1.0,0.0476,0.386,0.0,0.311,0.866,130.726,145747.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3767,the beatles,i will,09x9v1o51dbqi5H0u7UGfp,0.631,0.387,5.0,-11.529000000000002,1.0,0.0262,0.742,0.00040599999999999995,0.0822,0.8320000000000001,103.11,105933.0,4.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3768,the beatles,i will,09x9v1o51dbqi5H0u7UGfp,0.631,0.387,5.0,-11.529000000000002,1.0,0.0262,0.742,0.00040599999999999995,0.0822,0.8320000000000001,103.11,105933.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3769,the beatles,if i fell,1hgvykolO4kBIEozATmpyj,0.665,0.31,2.0,-8.927999999999997,1.0,0.0278,0.68,0.0,0.0877,0.568,108.211,139467.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3770,the beatles,if i needed someone,7C6hdDIz90Uf5YmdZnYbJJ,0.4920000000000001,0.755,9.0,-9.273,1.0,0.0331,0.00748,0.0,0.102,0.7959999999999999,127.387,142267.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3771,the beatles,in my life,3KfbEIOC7YIv90FIfNSZpo,0.688,0.435,9.0,-11.359000000000002,1.0,0.0323,0.449,0.0,0.113,0.435,103.23899999999999,146333.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3772,the beatles,it won't be long,4ekUX4pWizXXksJe0JfS9U,0.47200000000000003,0.6729999999999999,4.0,-8.853,1.0,0.0318,0.284,0.0,0.20600000000000002,0.862,133.11700000000002,133387.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3773,the beatles,lady madonna,1raiIrqaqRAqZmQWZlLuBd,0.65,0.777,2.0,-4.984,1.0,0.0294,0.141,0.34299999999999997,0.215,0.574,109.60799999999999,136827.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3774,the beatles,let it be,7iN1s7xHE4ifF5povM6A48,0.44299999999999995,0.40299999999999997,0.0,-8.339,1.0,0.0322,0.631,0.0,0.111,0.41,143.46200000000005,243027.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3775,the beatles,let it be,7iN1s7xHE4ifF5povM6A48,0.44299999999999995,0.40299999999999997,0.0,-8.339,1.0,0.0322,0.631,0.0,0.111,0.41,143.46200000000005,243027.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3776,the beatles,lovely rita,6h9W5FxX4E9lUFsyq8j1AD,0.61,0.47100000000000003,8.0,-9.151,0.0,0.0261,0.0634,0.0,0.11800000000000001,0.63,87.37899999999998,162093.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3777,the beatles,lovely rita,6h9W5FxX4E9lUFsyq8j1AD,0.61,0.47100000000000003,8.0,-9.151,0.0,0.0261,0.0634,0.0,0.11800000000000001,0.63,87.37899999999998,162093.0,4.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3778,the beatles,nowhere man,5SUlhldQJtOhUr2GzH5RI7,0.534,0.624,4.0,-9.589,1.0,0.0462,0.00797,0.0,0.128,0.687,121.402,163693.0,4.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3779,the beatles,ob-la-di ob-la-da,1gFNm7cXfG1vSMcxPpSxec,0.818,0.728,10.0,-8.331,1.0,0.0314,0.23199999999999998,0.0642,0.251,0.975,113.059,188960.0,4.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3780,the beatles,ob-la-di ob-la-da,1gFNm7cXfG1vSMcxPpSxec,0.818,0.728,10.0,-8.331,1.0,0.0314,0.23199999999999998,0.0642,0.251,0.975,113.059,188960.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3781,the beatles,octopus's garden,0suLngfo7rJoetk7Ub6N8l,0.626,0.512,1.0,-9.15,0.0,0.0247,0.155,4.650000000000001e-05,0.215,0.73,92.225,170720.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3782,the beatles,octopus's garden,0suLngfo7rJoetk7Ub6N8l,0.626,0.512,1.0,-9.15,0.0,0.0247,0.155,4.650000000000001e-05,0.215,0.73,92.225,170720.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3783,the beatles,oh darling,2mxByJWOajjiVsLWjNXvDJ,0.42200000000000004,0.6559999999999999,4.0,-8.412,1.0,0.0397,0.0126,0.0279,0.268,0.5489999999999999,173.93,207240.0,3.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3784,the beatles,oh darling,2mxByJWOajjiVsLWjNXvDJ,0.42200000000000004,0.6559999999999999,4.0,-8.412,1.0,0.0397,0.0126,0.0279,0.268,0.5489999999999999,173.93,207240.0,3.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3785,the beatles,paperback writer,0Ui8KPWZbJJQ2Y0CIQuVqX,0.47200000000000003,0.856,7.0,-6.03,1.0,0.0562,0.147,2.78e-06,0.595,0.841,78.696,138200.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3786,the beatles,please please me,6EHuOufBeL6vk3TvVJB5qo,0.527,0.48,4.0,-9.61,1.0,0.027999999999999997,0.33399999999999996,0.0,0.0702,0.706,139.388,120853.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3787,the beatles,please please me,6EHuOufBeL6vk3TvVJB5qo,0.527,0.48,4.0,-9.61,1.0,0.027999999999999997,0.33399999999999996,0.0,0.0702,0.706,139.388,120853.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3788,the beatles,revolution,3UDmHZcBTQp8Iu8droNtUl,0.40700000000000003,0.8340000000000001,6.0,-9.224,1.0,0.20800000000000002,0.0734,0.00021,0.24100000000000002,0.71,121.38,205293.0,4.0,3,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3789,the beatles,revolution,3UDmHZcBTQp8Iu8droNtUl,0.40700000000000003,0.8340000000000001,6.0,-9.224,1.0,0.20800000000000002,0.0734,0.00021,0.24100000000000002,0.71,121.38,205293.0,4.0,5,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
3790,the beatles,the fool on the hill,6rHh8urosEFRI67xVa6fzU,0.35600000000000004,0.26,4.0,-10.577,0.0,0.0314,0.9129999999999999,2.1000000000000002e-06,0.105,0.49,144.184,179107.0,4.0,4,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']"
